train dataset: size=20260
  inp: shape=(1, 64, 64)
  coord: shape=(4096, 2)
  cell: shape=(4096, 2)
  gt: shape=(4096, 1)
val dataset: size=52
  inp: shape=(1, 864, 1536)
  coord: shape=(2073600, 2)
  cell: shape=(2073600, 2)
  gt: shape=(2073600, 1)
model: #params=34.1K
epoch 1/1000, train: loss=0.0764, val: psnr=27.3525, 1.0m 1.0m/16.9h
epoch 596/1000, train: loss=0.0671, val: psnr=27.5524, 32.9s 5.5h/9.2h
epoch 597/1000, train: loss=0.0672, val: psnr=27.5468, 33.0s 5.5h/9.2h
epoch 598/1000, train: loss=0.0670, val: psnr=27.5450, 33.0s 5.5h/9.2h
epoch 599/1000, train: loss=0.0670, val: psnr=27.5430, 33.2s 5.5h/9.2h
epoch 600/1000, train: loss=0.0675, val: psnr=27.5486, 33.4s 5.5h/9.2h
epoch 601/1000, train: loss=0.0676, val: psnr=27.5469, 33.2s 5.6h/9.2h
epoch 602/1000, train: loss=0.0672, val: psnr=27.5517, 33.1s 5.6h/9.2h
epoch 603/1000, train: loss=0.0675, val: psnr=27.5565, 33.2s 5.6h/9.2h
epoch 604/1000, train: loss=0.0671, val: psnr=27.5465, 33.2s 5.6h/9.2h
epoch 605/1000, train: loss=0.0675, val: psnr=27.5554, 33.1s 5.6h/9.2h
epoch 606/1000, train: loss=0.0673, val: psnr=27.5537, 32.9s 5.6h/9.2h
epoch 607/1000, train: loss=0.0671, val: psnr=27.5589, 32.9s 5.6h/9.2h
epoch 608/1000, train: loss=0.0671, val: psnr=27.5510, 32.8s 5.6h/9.2h
epoch 609/1000, train: loss=0.0672, val: psnr=27.5471, 32.7s 5.6h/9.2h
epoch 610/1000, train: loss=0.0666, val: psnr=27.5471, 32.9s 5.6h/9.2h
epoch 611/1000, train: loss=0.0668, val: psnr=27.5490, 32.6s 5.6h/9.2h
epoch 612/1000, train: loss=0.0672, val: psnr=27.5571, 32.6s 5.7h/9.2h
epoch 613/1000, train: loss=0.0670, val: psnr=27.5491, 32.8s 5.7h/9.2h
epoch 614/1000, train: loss=0.0670, val: psnr=27.5524, 33.0s 5.7h/9.2h
epoch 615/1000, train: loss=0.0672, val: psnr=27.5538, 33.2s 5.7h/9.2h
epoch 616/1000, train: loss=0.0672, val: psnr=27.5458, 33.0s 5.7h/9.2h
epoch 617/1000, train: loss=0.0672, val: psnr=27.5498, 33.0s 5.7h/9.2h
epoch 618/1000, train: loss=0.0674, val: psnr=27.5573, 33.2s 5.7h/9.2h
epoch 619/1000, train: loss=0.0666, val: psnr=27.5513, 33.0s 5.7h/9.2h
epoch 620/1000, train: loss=0.0671, val: psnr=27.5546, 32.9s 5.7h/9.2h
epoch 621/1000, train: loss=0.0674, val: psnr=27.5484, 33.0s 5.7h/9.2h
epoch 622/1000, train: loss=0.0669, val: psnr=27.5452, 33.2s 5.7h/9.2h
epoch 623/1000, train: loss=0.0678, val: psnr=27.5499, 32.9s 5.8h/9.2h
epoch 624/1000, train: loss=0.0672, val: psnr=27.5476, 32.8s 5.8h/9.2h
epoch 625/1000, train: loss=0.0669, val: psnr=27.5504, 33.1s 5.8h/9.2h
epoch 626/1000, train: loss=0.0674, val: psnr=27.5505, 32.7s 5.8h/9.2h
epoch 627/1000, train: loss=0.0671, val: psnr=27.5520, 32.7s 5.8h/9.2h
epoch 628/1000, train: loss=0.0673, val: psnr=27.5559, 32.9s 5.8h/9.2h
epoch 629/1000, train: loss=0.0669, val: psnr=27.5551, 32.9s 5.8h/9.2h
epoch 630/1000, train: loss=0.0674, val: psnr=27.5485, 32.7s 5.8h/9.2h
epoch 631/1000, train: loss=0.0669, val: psnr=27.5470, 32.9s 5.8h/9.2h
epoch 632/1000, train: loss=0.0670, val: psnr=27.5472, 33.3s 5.8h/9.2h
epoch 633/1000, train: loss=0.0674, val: psnr=27.5525, 33.1s 5.8h/9.2h
epoch 634/1000, train: loss=0.0670, val: psnr=27.5540, 33.2s 5.9h/9.2h
epoch 635/1000, train: loss=0.0670, val: psnr=27.5535, 33.1s 5.9h/9.2h
epoch 636/1000, train: loss=0.0671, val: psnr=27.5496, 33.1s 5.9h/9.2h
epoch 637/1000, train: loss=0.0671, val: psnr=27.5547, 32.9s 5.9h/9.2h
epoch 638/1000, train: loss=0.0672, val: psnr=27.5508, 33.1s 5.9h/9.2h
epoch 639/1000, train: loss=0.0672, val: psnr=27.5519, 33.2s 5.9h/9.2h
epoch 640/1000, train: loss=0.0670, val: psnr=27.5539, 33.0s 5.9h/9.2h
epoch 641/1000, train: loss=0.0666, val: psnr=27.5543, 33.1s 5.9h/9.2h
epoch 642/1000, train: loss=0.0673, val: psnr=27.5435, 32.8s 5.9h/9.2h
epoch 643/1000, train: loss=0.0673, val: psnr=27.5520, 32.8s 5.9h/9.2h
epoch 644/1000, train: loss=0.0670, val: psnr=27.5489, 32.9s 5.9h/9.2h
epoch 645/1000, train: loss=0.0673, val: psnr=27.5558, 32.8s 6.0h/9.2h
epoch 646/1000, train: loss=0.0671, val: psnr=27.5526, 33.1s 6.0h/9.2h
epoch 647/1000, train: loss=0.0669, val: psnr=27.5538, 33.0s 6.0h/9.2h
epoch 648/1000, train: loss=0.0673, val: psnr=27.5502, 33.0s 6.0h/9.2h
epoch 649/1000, train: loss=0.0671, val: psnr=27.5550, 33.1s 6.0h/9.2h
epoch 650/1000, train: loss=0.0670, val: psnr=27.5534, 33.0s 6.0h/9.2h
epoch 651/1000, train: loss=0.0670, val: psnr=27.5531, 33.0s 6.0h/9.2h
epoch 652/1000, train: loss=0.0670, val: psnr=27.5486, 33.1s 6.0h/9.2h
epoch 653/1000, train: loss=0.0672, val: psnr=27.5515, 33.0s 6.0h/9.2h
epoch 654/1000, train: loss=0.0673, val: psnr=27.5511, 32.9s 6.0h/9.2h
epoch 655/1000, train: loss=0.0671, val: psnr=27.5552, 33.1s 6.0h/9.2h
epoch 656/1000, train: loss=0.0670, val: psnr=27.5492, 33.3s 6.1h/9.2h
epoch 657/1000, train: loss=0.0670, val: psnr=27.5505, 33.4s 6.1h/9.2h
epoch 658/1000, train: loss=0.0673, val: psnr=27.5450, 33.1s 6.1h/9.2h
epoch 659/1000, train: loss=0.0675, val: psnr=27.5539, 33.1s 6.1h/9.2h
epoch 660/1000, train: loss=0.0669, val: psnr=27.5565, 33.1s 6.1h/9.2h
epoch 661/1000, train: loss=0.0673, val: psnr=27.5504, 33.2s 6.1h/9.2h
epoch 662/1000, train: loss=0.0671, val: psnr=27.5523, 33.0s 6.1h/9.2h
epoch 663/1000, train: loss=0.0665, val: psnr=27.5393, 33.0s 6.1h/9.2h
epoch 664/1000, train: loss=0.0672, val: psnr=27.5506, 33.0s 6.1h/9.2h
epoch 665/1000, train: loss=0.0667, val: psnr=27.5443, 33.1s 6.1h/9.2h
epoch 666/1000, train: loss=0.0674, val: psnr=27.5502, 33.1s 6.1h/9.2h
epoch 667/1000, train: loss=0.0668, val: psnr=27.5515, 33.0s 6.2h/9.2h
epoch 668/1000, train: loss=0.0674, val: psnr=27.5469, 33.1s 6.2h/9.2h
epoch 669/1000, train: loss=0.0670, val: psnr=27.5534, 32.8s 6.2h/9.2h
epoch 670/1000, train: loss=0.0670, val: psnr=27.5472, 33.0s 6.2h/9.2h
epoch 671/1000, train: loss=0.0669, val: psnr=27.5538, 32.9s 6.2h/9.2h
epoch 672/1000, train: loss=0.0673, val: psnr=27.5539, 32.7s 6.2h/9.2h
epoch 673/1000, train: loss=0.0673, val: psnr=27.5490, 32.7s 6.2h/9.2h
epoch 674/1000, train: loss=0.0670, val: psnr=27.5532, 32.7s 6.2h/9.2h
epoch 675/1000, train: loss=0.0672, val: psnr=27.5437, 32.9s 6.2h/9.2h
epoch 676/1000, train: loss=0.0668, val: psnr=27.5526, 32.9s 6.2h/9.2h
epoch 677/1000, train: loss=0.0673, val: psnr=27.5532, 32.8s 6.3h/9.2h
epoch 678/1000, train: loss=0.0670, val: psnr=27.5544, 32.6s 6.3h/9.2h
epoch 679/1000, train: loss=0.0669, val: psnr=27.5545, 33.0s 6.3h/9.2h
epoch 680/1000, train: loss=0.0671, val: psnr=27.5505, 32.9s 6.3h/9.2h
epoch 681/1000, train: loss=0.0673, val: psnr=27.5468, 32.9s 6.3h/9.2h
epoch 682/1000, train: loss=0.0667, val: psnr=27.5583, 32.9s 6.3h/9.2h
epoch 683/1000, train: loss=0.0671, val: psnr=27.5524, 32.8s 6.3h/9.2h
epoch 684/1000, train: loss=0.0671, val: psnr=27.5448, 33.1s 6.3h/9.2h
epoch 685/1000, train: loss=0.0668, val: psnr=27.5516, 33.0s 6.3h/9.2h
epoch 686/1000, train: loss=0.0667, val: psnr=27.5527, 33.1s 6.3h/9.2h
epoch 687/1000, train: loss=0.0672, val: psnr=27.5537, 32.9s 6.3h/9.2h
epoch 688/1000, train: loss=0.0671, val: psnr=27.5519, 33.0s 6.4h/9.2h
epoch 689/1000, train: loss=0.0671, val: psnr=27.5508, 33.1s 6.4h/9.2h
epoch 690/1000, train: loss=0.0672, val: psnr=27.5455, 33.1s 6.4h/9.2h
epoch 691/1000, train: loss=0.0672, val: psnr=27.5430, 32.9s 6.4h/9.2h
epoch 692/1000, train: loss=0.0672, val: psnr=27.5488, 33.0s 6.4h/9.2h
epoch 693/1000, train: loss=0.0671, val: psnr=27.5556, 33.0s 6.4h/9.2h
epoch 694/1000, train: loss=0.0671, val: psnr=27.5525, 32.9s 6.4h/9.2h
epoch 695/1000, train: loss=0.0669, val: psnr=27.5504, 33.0s 6.4h/9.2h
epoch 696/1000, train: loss=0.0674, val: psnr=27.5521, 32.8s 6.4h/9.2h
epoch 697/1000, train: loss=0.0673, val: psnr=27.5498, 32.6s 6.4h/9.2h
epoch 698/1000, train: loss=0.0667, val: psnr=27.5543, 32.6s 6.4h/9.2h
epoch 699/1000, train: loss=0.0670, val: psnr=27.5543, 33.0s 6.5h/9.2h
epoch 700/1000, train: loss=0.0668, val: psnr=27.5488, 33.0s 6.5h/9.2h
epoch 701/1000, train: loss=0.0671, val: psnr=27.5539, 33.1s 6.5h/9.2h
epoch 702/1000, train: loss=0.0673, val: psnr=27.5518, 33.0s 6.5h/9.2h
epoch 703/1000, train: loss=0.0670, val: psnr=27.5494, 33.1s 6.5h/9.2h
epoch 704/1000, train: loss=0.0674, val: psnr=27.5448, 33.0s 6.5h/9.2h
epoch 705/1000, train: loss=0.0670, val: psnr=27.5512, 33.3s 6.5h/9.2h
epoch 706/1000, train: loss=0.0672, val: psnr=27.5564, 33.2s 6.5h/9.2h
epoch 707/1000, train: loss=0.0671, val: psnr=27.5493, 33.4s 6.5h/9.2h
epoch 708/1000, train: loss=0.0669, val: psnr=27.5544, 33.0s 6.5h/9.2h
epoch 709/1000, train: loss=0.0670, val: psnr=27.5541, 32.9s 6.5h/9.2h
epoch 710/1000, train: loss=0.0675, val: psnr=27.5536, 33.2s 6.6h/9.2h
epoch 711/1000, train: loss=0.0673, val: psnr=27.5493, 33.1s 6.6h/9.2h
epoch 712/1000, train: loss=0.0670, val: psnr=27.5542, 32.9s 6.6h/9.2h
epoch 713/1000, train: loss=0.0668, val: psnr=27.5529, 33.2s 6.6h/9.2h
epoch 714/1000, train: loss=0.0673, val: psnr=27.5511, 33.0s 6.6h/9.2h
epoch 715/1000, train: loss=0.0672, val: psnr=27.5511, 32.8s 6.6h/9.2h
epoch 716/1000, train: loss=0.0670, val: psnr=27.5505, 32.9s 6.6h/9.2h
epoch 717/1000, train: loss=0.0669, val: psnr=27.5515, 32.8s 6.6h/9.2h
epoch 718/1000, train: loss=0.0671, val: psnr=27.5513, 33.1s 6.6h/9.2h
epoch 719/1000, train: loss=0.0667, val: psnr=27.5475, 32.6s 6.6h/9.2h
epoch 720/1000, train: loss=0.0674, val: psnr=27.5491, 32.8s 6.6h/9.2h
epoch 721/1000, train: loss=0.0675, val: psnr=27.5566, 32.9s 6.7h/9.2h
epoch 722/1000, train: loss=0.0668, val: psnr=27.5534, 33.0s 6.7h/9.2h
epoch 723/1000, train: loss=0.0668, val: psnr=27.5536, 32.9s 6.7h/9.2h
epoch 724/1000, train: loss=0.0671, val: psnr=27.5496, 32.8s 6.7h/9.2h
epoch 725/1000, train: loss=0.0674, val: psnr=27.5434, 33.1s 6.7h/9.2h
epoch 726/1000, train: loss=0.0672, val: psnr=27.5517, 33.2s 6.7h/9.2h
epoch 727/1000, train: loss=0.0669, val: psnr=27.5543, 33.1s 6.7h/9.2h
epoch 728/1000, train: loss=0.0673, val: psnr=27.5530, 33.0s 6.7h/9.2h
epoch 729/1000, train: loss=0.0670, val: psnr=27.5526, 33.1s 6.7h/9.2h
epoch 730/1000, train: loss=0.0672, val: psnr=27.5493, 33.2s 6.7h/9.2h
epoch 731/1000, train: loss=0.0669, val: psnr=27.5551, 33.2s 6.7h/9.2h
epoch 732/1000, train: loss=0.0670, val: psnr=27.5502, 32.9s 6.8h/9.2h
epoch 733/1000, train: loss=0.0672, val: psnr=27.5530, 33.1s 6.8h/9.2h
epoch 734/1000, train: loss=0.0672, val: psnr=27.5516, 32.8s 6.8h/9.2h
epoch 735/1000, train: loss=0.0673, val: psnr=27.5531, 33.0s 6.8h/9.2h
epoch 736/1000, train: loss=0.0671, val: psnr=27.5542, 33.0s 6.8h/9.2h
epoch 737/1000, train: loss=0.0675, val: psnr=27.5574, 33.0s 6.8h/9.2h
epoch 738/1000, train: loss=0.0670, val: psnr=27.5534, 32.9s 6.8h/9.2h
epoch 739/1000, train: loss=0.0673, val: psnr=27.5527, 32.9s 6.8h/9.2h
epoch 740/1000, train: loss=0.0673, val: psnr=27.5516, 33.1s 6.8h/9.2h
epoch 741/1000, train: loss=0.0671, val: psnr=27.5546, 33.0s 6.8h/9.2h
epoch 742/1000, train: loss=0.0675, val: psnr=27.5499, 33.0s 6.8h/9.2h
epoch 743/1000, train: loss=0.0667, val: psnr=27.5506, 33.1s 6.9h/9.2h
epoch 744/1000, train: loss=0.0673, val: psnr=27.5457, 33.2s 6.9h/9.2h
epoch 745/1000, train: loss=0.0671, val: psnr=27.5531, 33.1s 6.9h/9.2h
epoch 746/1000, train: loss=0.0670, val: psnr=27.5555, 33.0s 6.9h/9.2h
epoch 747/1000, train: loss=0.0669, val: psnr=27.5495, 33.2s 6.9h/9.2h
epoch 748/1000, train: loss=0.0667, val: psnr=27.5526, 33.1s 6.9h/9.2h
epoch 749/1000, train: loss=0.0671, val: psnr=27.5455, 33.1s 6.9h/9.2h
epoch 750/1000, train: loss=0.0672, val: psnr=27.5503, 32.8s 6.9h/9.2h
epoch 751/1000, train: loss=0.0672, val: psnr=27.5493, 32.8s 6.9h/9.2h
epoch 752/1000, train: loss=0.0668, val: psnr=27.5508, 32.8s 6.9h/9.2h
epoch 753/1000, train: loss=0.0673, val: psnr=27.5518, 32.7s 6.9h/9.2h
epoch 754/1000, train: loss=0.0671, val: psnr=27.5505, 32.8s 7.0h/9.2h
epoch 755/1000, train: loss=0.0666, val: psnr=27.5515, 32.9s 7.0h/9.2h
epoch 756/1000, train: loss=0.0668, val: psnr=27.5562, 32.7s 7.0h/9.2h
epoch 757/1000, train: loss=0.0673, val: psnr=27.5480, 32.8s 7.0h/9.2h
epoch 758/1000, train: loss=0.0670, val: psnr=27.5553, 32.9s 7.0h/9.2h
epoch 759/1000, train: loss=0.0674, val: psnr=27.5480, 33.1s 7.0h/9.2h
epoch 760/1000, train: loss=0.0674, val: psnr=27.5524, 33.2s 7.0h/9.2h
epoch 761/1000, train: loss=0.0672, val: psnr=27.5482, 32.9s 7.0h/9.2h
epoch 762/1000, train: loss=0.0669, val: psnr=27.5505, 33.1s 7.0h/9.2h
epoch 763/1000, train: loss=0.0675, val: psnr=27.5495, 32.8s 7.0h/9.2h
epoch 764/1000, train: loss=0.0669, val: psnr=27.5401, 32.8s 7.0h/9.2h
epoch 765/1000, train: loss=0.0673, val: psnr=27.5569, 32.8s 7.1h/9.2h
epoch 766/1000, train: loss=0.0670, val: psnr=27.5486, 32.9s 7.1h/9.2h
epoch 767/1000, train: loss=0.0668, val: psnr=27.5528, 33.1s 7.1h/9.2h
epoch 768/1000, train: loss=0.0672, val: psnr=27.5532, 33.2s 7.1h/9.2h
epoch 769/1000, train: loss=0.0670, val: psnr=27.5515, 33.0s 7.1h/9.2h
epoch 770/1000, train: loss=0.0667, val: psnr=27.5480, 33.1s 7.1h/9.2h
epoch 771/1000, train: loss=0.0670, val: psnr=27.5503, 33.0s 7.1h/9.2h
epoch 772/1000, train: loss=0.0668, val: psnr=27.5544, 32.8s 7.1h/9.2h
epoch 773/1000, train: loss=0.0671, val: psnr=27.5550, 33.0s 7.1h/9.2h
epoch 774/1000, train: loss=0.0673, val: psnr=27.5552, 32.7s 7.1h/9.2h
epoch 775/1000, train: loss=0.0670, val: psnr=27.5576, 32.8s 7.1h/9.2h
epoch 776/1000, train: loss=0.0672, val: psnr=27.5550, 32.7s 7.2h/9.2h
epoch 777/1000, train: loss=0.0673, val: psnr=27.5525, 33.0s 7.2h/9.2h
epoch 778/1000, train: loss=0.0665, val: psnr=27.5549, 32.7s 7.2h/9.2h
epoch 779/1000, train: loss=0.0677, val: psnr=27.5545, 32.9s 7.2h/9.2h
epoch 780/1000, train: loss=0.0668, val: psnr=27.5526, 33.2s 7.2h/9.2h
epoch 781/1000, train: loss=0.0670, val: psnr=27.5527, 32.9s 7.2h/9.2h
epoch 782/1000, train: loss=0.0673, val: psnr=27.5492, 32.8s 7.2h/9.2h
epoch 783/1000, train: loss=0.0672, val: psnr=27.5502, 33.0s 7.2h/9.2h
epoch 784/1000, train: loss=0.0673, val: psnr=27.5485, 33.2s 7.2h/9.2h
epoch 785/1000, train: loss=0.0668, val: psnr=27.5569, 33.0s 7.2h/9.2h
epoch 786/1000, train: loss=0.0670, val: psnr=27.5539, 33.0s 7.2h/9.2h
epoch 787/1000, train: loss=0.0673, val: psnr=27.5432, 33.3s 7.3h/9.2h
epoch 788/1000, train: loss=0.0669, val: psnr=27.5530, 33.1s 7.3h/9.2h
epoch 789/1000, train: loss=0.0672, val: psnr=27.5559, 33.0s 7.3h/9.2h
epoch 790/1000, train: loss=0.0671, val: psnr=27.5504, 33.0s 7.3h/9.2h
epoch 791/1000, train: loss=0.0670, val: psnr=27.5510, 32.7s 7.3h/9.2h
epoch 792/1000, train: loss=0.0673, val: psnr=27.5446, 32.6s 7.3h/9.2h
epoch 793/1000, train: loss=0.0669, val: psnr=27.5494, 33.0s 7.3h/9.2h
epoch 794/1000, train: loss=0.0671, val: psnr=27.5500, 33.0s 7.3h/9.2h
epoch 795/1000, train: loss=0.0670, val: psnr=27.5529, 32.9s 7.3h/9.2h
epoch 796/1000, train: loss=0.0673, val: psnr=27.5465, 33.1s 7.3h/9.2h
epoch 797/1000, train: loss=0.0671, val: psnr=27.5476, 32.8s 7.3h/9.2h
epoch 798/1000, train: loss=0.0670, val: psnr=27.5505, 32.9s 7.4h/9.2h
epoch 799/1000, train: loss=0.0673, val: psnr=27.5534, 33.2s 7.4h/9.2h
epoch 800/1000, train: loss=0.0673, val: psnr=27.5538, 33.1s 7.4h/9.2h
epoch 801/1000, train: loss=0.0670, val: psnr=27.5552, 32.8s 7.4h/9.2h
epoch 802/1000, train: loss=0.0672, val: psnr=27.5541, 33.1s 7.4h/9.2h
epoch 803/1000, train: loss=0.0671, val: psnr=27.5549, 33.0s 7.4h/9.2h
epoch 804/1000, train: loss=0.0670, val: psnr=27.5500, 33.3s 7.4h/9.2h
epoch 805/1000, train: loss=0.0667, val: psnr=27.5497, 33.1s 7.4h/9.2h
epoch 806/1000, train: loss=0.0673, val: psnr=27.5523, 33.0s 7.4h/9.2h
epoch 807/1000, train: loss=0.0672, val: psnr=27.5539, 32.9s 7.4h/9.2h
epoch 808/1000, train: loss=0.0674, val: psnr=27.5524, 33.0s 7.5h/9.2h
epoch 809/1000, train: loss=0.0672, val: psnr=27.5547, 32.8s 7.5h/9.2h
epoch 810/1000, train: loss=0.0670, val: psnr=27.5498, 32.9s 7.5h/9.2h
epoch 811/1000, train: loss=0.0670, val: psnr=27.5550, 33.0s 7.5h/9.2h
epoch 812/1000, train: loss=0.0669, val: psnr=27.5524, 32.7s 7.5h/9.2h
epoch 813/1000, train: loss=0.0674, val: psnr=27.5512, 32.6s 7.5h/9.2h
epoch 814/1000, train: loss=0.0672, val: psnr=27.5543, 32.7s 7.5h/9.2h
epoch 815/1000, train: loss=0.0670, val: psnr=27.5470, 32.8s 7.5h/9.2h
epoch 816/1000, train: loss=0.0671, val: psnr=27.5557, 32.6s 7.5h/9.2h
epoch 817/1000, train: loss=0.0674, val: psnr=27.5501, 32.8s 7.5h/9.2h
epoch 818/1000, train: loss=0.0671, val: psnr=27.5547, 33.0s 7.5h/9.2h
epoch 819/1000, train: loss=0.0674, val: psnr=27.5498, 33.0s 7.6h/9.2h
epoch 820/1000, train: loss=0.0673, val: psnr=27.5513, 33.0s 7.6h/9.2h
epoch 821/1000, train: loss=0.0672, val: psnr=27.5526, 33.0s 7.6h/9.2h
epoch 822/1000, train: loss=0.0670, val: psnr=27.5567, 33.1s 7.6h/9.2h
epoch 823/1000, train: loss=0.0673, val: psnr=27.5513, 33.1s 7.6h/9.2h
epoch 824/1000, train: loss=0.0668, val: psnr=27.5550, 33.3s 7.6h/9.2h
epoch 825/1000, train: loss=0.0670, val: psnr=27.5531, 33.2s 7.6h/9.2h
epoch 826/1000, train: loss=0.0669, val: psnr=27.5506, 32.9s 7.6h/9.2h
epoch 827/1000, train: loss=0.0671, val: psnr=27.5531, 32.9s 7.6h/9.2h
epoch 828/1000, train: loss=0.0668, val: psnr=27.5514, 33.1s 7.6h/9.2h
epoch 829/1000, train: loss=0.0668, val: psnr=27.5518, 32.9s 7.6h/9.2h
epoch 830/1000, train: loss=0.0672, val: psnr=27.5523, 33.1s 7.7h/9.2h
epoch 831/1000, train: loss=0.0671, val: psnr=27.5543, 32.9s 7.7h/9.2h
epoch 832/1000, train: loss=0.0675, val: psnr=27.5531, 32.6s 7.7h/9.2h
epoch 833/1000, train: loss=0.0673, val: psnr=27.5539, 33.0s 7.7h/9.2h
epoch 834/1000, train: loss=0.0670, val: psnr=27.5533, 32.8s 7.7h/9.2h
epoch 835/1000, train: loss=0.0673, val: psnr=27.5523, 33.0s 7.7h/9.2h
epoch 836/1000, train: loss=0.0667, val: psnr=27.5528, 33.1s 7.7h/9.2h
epoch 837/1000, train: loss=0.0667, val: psnr=27.5536, 32.9s 7.7h/9.2h
epoch 838/1000, train: loss=0.0675, val: psnr=27.5532, 33.0s 7.7h/9.2h
epoch 839/1000, train: loss=0.0666, val: psnr=27.5542, 33.0s 7.7h/9.2h
epoch 840/1000, train: loss=0.0665, val: psnr=27.5510, 32.9s 7.7h/9.2h
epoch 841/1000, train: loss=0.0671, val: psnr=27.5519, 33.2s 7.8h/9.2h
epoch 842/1000, train: loss=0.0676, val: psnr=27.5562, 33.0s 7.8h/9.2h
epoch 843/1000, train: loss=0.0675, val: psnr=27.5557, 33.2s 7.8h/9.2h
epoch 844/1000, train: loss=0.0670, val: psnr=27.5555, 32.9s 7.8h/9.2h
epoch 845/1000, train: loss=0.0668, val: psnr=27.5530, 33.1s 7.8h/9.2h
epoch 846/1000, train: loss=0.0668, val: psnr=27.5511, 33.0s 7.8h/9.2h
epoch 847/1000, train: loss=0.0672, val: psnr=27.5515, 32.7s 7.8h/9.2h
epoch 848/1000, train: loss=0.0674, val: psnr=27.5464, 32.6s 7.8h/9.2h
epoch 849/1000, train: loss=0.0670, val: psnr=27.5541, 32.5s 7.8h/9.2h
epoch 850/1000, train: loss=0.0673, val: psnr=27.5531, 32.8s 7.8h/9.2h
epoch 851/1000, train: loss=0.0663, val: psnr=27.5555, 33.4s 7.8h/9.2h
epoch 852/1000, train: loss=0.0672, val: psnr=27.5519, 32.9s 7.9h/9.2h
epoch 853/1000, train: loss=0.0671, val: psnr=27.5506, 33.0s 7.9h/9.2h
epoch 854/1000, train: loss=0.0674, val: psnr=27.5530, 33.4s 7.9h/9.2h
epoch 855/1000, train: loss=0.0669, val: psnr=27.5535, 33.4s 7.9h/9.2h
epoch 856/1000, train: loss=0.0674, val: psnr=27.5530, 32.9s 7.9h/9.2h
epoch 857/1000, train: loss=0.0672, val: psnr=27.5509, 33.3s 7.9h/9.2h
epoch 858/1000, train: loss=0.0671, val: psnr=27.5534, 33.0s 7.9h/9.2h
epoch 859/1000, train: loss=0.0676, val: psnr=27.5522, 33.1s 7.9h/9.2h
epoch 860/1000, train: loss=0.0671, val: psnr=27.5543, 32.8s 7.9h/9.2h
epoch 861/1000, train: loss=0.0670, val: psnr=27.5502, 33.0s 7.9h/9.2h
epoch 862/1000, train: loss=0.0672, val: psnr=27.5514, 33.3s 7.9h/9.2h
epoch 863/1000, train: loss=0.0673, val: psnr=27.5468, 32.9s 8.0h/9.2h
epoch 864/1000, train: loss=0.0671, val: psnr=27.5522, 32.9s 8.0h/9.2h
epoch 865/1000, train: loss=0.0675, val: psnr=27.5542, 32.9s 8.0h/9.2h
epoch 866/1000, train: loss=0.0670, val: psnr=27.5545, 32.7s 8.0h/9.2h
epoch 867/1000, train: loss=0.0669, val: psnr=27.5561, 32.9s 8.0h/9.2h
epoch 868/1000, train: loss=0.0667, val: psnr=27.5480, 33.0s 8.0h/9.2h
epoch 869/1000, train: loss=0.0669, val: psnr=27.5532, 32.8s 8.0h/9.2h
epoch 870/1000, train: loss=0.0669, val: psnr=27.5511, 33.1s 8.0h/9.2h
epoch 871/1000, train: loss=0.0670, val: psnr=27.5535, 32.8s 8.0h/9.2h
epoch 872/1000, train: loss=0.0675, val: psnr=27.5556, 33.1s 8.0h/9.2h
epoch 873/1000, train: loss=0.0669, val: psnr=27.5533, 33.2s 8.0h/9.2h
epoch 874/1000, train: loss=0.0673, val: psnr=27.5537, 32.9s 8.1h/9.2h
epoch 875/1000, train: loss=0.0675, val: psnr=27.5544, 32.9s 8.1h/9.2h
epoch 876/1000, train: loss=0.0667, val: psnr=27.5524, 33.1s 8.1h/9.2h
epoch 877/1000, train: loss=0.0664, val: psnr=27.5510, 32.9s 8.1h/9.2h
epoch 878/1000, train: loss=0.0670, val: psnr=27.5510, 33.2s 8.1h/9.2h
epoch 879/1000, train: loss=0.0670, val: psnr=27.5514, 33.0s 8.1h/9.2h
epoch 880/1000, train: loss=0.0671, val: psnr=27.5556, 33.3s 8.1h/9.2h
epoch 881/1000, train: loss=0.0670, val: psnr=27.5508, 33.0s 8.1h/9.2h
epoch 882/1000, train: loss=0.0671, val: psnr=27.5536, 32.8s 8.1h/9.2h
epoch 883/1000, train: loss=0.0672, val: psnr=27.5554, 33.1s 8.1h/9.2h
epoch 884/1000, train: loss=0.0673, val: psnr=27.5556, 33.5s 8.1h/9.2h
epoch 885/1000, train: loss=0.0672, val: psnr=27.5532, 33.4s 8.2h/9.2h
epoch 886/1000, train: loss=0.0669, val: psnr=27.5523, 33.3s 8.2h/9.2h
epoch 887/1000, train: loss=0.0671, val: psnr=27.5508, 33.0s 8.2h/9.2h
epoch 888/1000, train: loss=0.0676, val: psnr=27.5537, 33.2s 8.2h/9.2h
epoch 889/1000, train: loss=0.0671, val: psnr=27.5533, 32.8s 8.2h/9.2h
epoch 890/1000, train: loss=0.0665, val: psnr=27.5544, 32.8s 8.2h/9.2h
epoch 891/1000, train: loss=0.0671, val: psnr=27.5495, 32.9s 8.2h/9.2h
epoch 892/1000, train: loss=0.0670, val: psnr=27.5570, 33.1s 8.2h/9.2h
epoch 893/1000, train: loss=0.0673, val: psnr=27.5549, 32.6s 8.2h/9.2h
epoch 894/1000, train: loss=0.0676, val: psnr=27.5543, 33.1s 8.2h/9.2h
